ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2451150,39372,2451261,11431,39927,464905,4730,16108,60212,1659758,1889,40114,58,16,11,5,149,45,76,60.25,160.26,80.13,6089.88,6089.88,4579.00,12179.76,16.44,4445.61,4750.00,1644.27,1660.71,6394.27,6410.71,-2934.73
2452004,58928,2452009,515,81081,164538,2395,11052,47597,1141632,3070,1327,5,1,12,5,281,46,14,21.02,49.81,44.33,76.72,620.62,294.28,697.34,12.41,0.00,264.88,620.62,633.03,885.50,897.91,326.34
2452004,58928,2452036,4843,81081,164538,2395,11052,47597,1141632,3070,1327,59,29,7,2,277,46,19,62.38,84.21,30.31,1024.10,575.89,1185.22,1599.99,46.07,0.00,783.94,575.89,621.96,1359.83,1405.90,-609.33
2452004,58928,2452051,3385,81081,164538,2395,11052,47597,1141632,3070,1327,17,25,4,5,69,46,13,3.52,8.55,8.03,6.76,104.39,45.76,111.15,5.21,0.00,6.63,104.39,109.60,111.02,116.23,58.63
2452004,58928,2452114,1441,81081,164538,2395,11052,47597,1141632,3070,1327,27,19,19,3,67,46,59,14.65,31.64,28.79,168.15,1698.61,864.35,1866.76,0.00,0.00,709.18,1698.61,1698.61,2407.79,2407.79,834.26
2452004,58928,2452033,1791,81081,164538,2395,11052,47597,1141632,3070,1327,7,21,11,3,138,46,62,36.49,105.09,11.55,5799.48,716.10,2262.38,6515.58,50.12,0.00,65.10,716.10,766.22,781.20,831.32,-1546.28
2452004,58928,2452035,11565,81081,164538,2395,11052,47597,1141632,3070,1327,33,7,18,2,16,46,46,42.48,72.64,60.29,568.10,2773.34,1954.08,3341.44,55.46,0.00,1302.72,2773.34,2828.80,4076.06,4131.52,819.26
2452004,58928,2452081,11099,81081,164538,2395,11052,47597,1141632,3070,1327,7,9,3,4,45,46,90,61.80,130.39,19.55,9975.60,1759.50,5562.00,11735.10,158.35,0.00,585.90,1759.50,1917.85,2345.40,2503.75,-3802.50
2452004,58928,2452094,12233,81081,164538,2395,11052,47597,1141632,3070,1327,57,19,1,5,246,46,89,54.96,146.74,96.84,4441.10,8618.76,4891.44,13059.86,444.72,1206.62,4309.38,7412.14,7856.86,11721.52,12166.24,2520.70
2452004,58928,2452006,13719,81081,164538,2395,11052,47597,1141632,3070,1327,49,1,7,3,49,46,99,26.43,47.83,43.52,426.69,4308.48,2616.57,4735.17,86.16,0.00,141.57,4308.48,4394.64,4450.05,4536.21,1691.91
2452004,58928,2452029,5447,81081,164538,2395,11052,47597,1141632,3070,1327,25,19,20,2,197,46,96,24.79,26.52,25.45,102.72,2443.20,2379.84,2545.92,48.86,0.00,75.84,2443.20,2492.06,2519.04,2567.90,63.36
2452004,58928,2452083,9161,81081,164538,2395,11052,47597,1141632,3070,1327,43,13,9,1,163,46,69,76.67,86.63,65.83,1435.20,4542.27,5290.23,5977.47,234.38,635.91,2689.62,3906.36,4140.74,6595.98,6830.36,-1383.87
2452004,58928,2452112,11823,81081,164538,2395,11052,47597,1141632,3070,1327,29,21,7,3,179,46,65,87.93,177.61,42.62,8774.35,2770.30,5715.45,11544.65,83.10,0.00,4271.15,2770.30,2853.40,7041.45,7124.55,-2945.15
2452004,58928,2452110,15015,81081,164538,2395,11052,47597,1141632,3070,1327,55,13,3,2,258,46,47,33.51,45.23,28.49,786.78,1339.03,1574.97,2125.81,80.34,0.00,722.39,1339.03,1419.37,2061.42,2141.76,-235.94
2452004,58928,2452020,6013,81081,164538,2395,11052,47597,1141632,3070,1327,53,3,4,4,54,46,23,4.36,8.19,3.19,115.00,73.37,100.28,188.37,2.20,0.00,41.40,73.37,75.57,114.77,116.97,-26.91
2451533,33585,2451542,10142,76684,1465338,6439,14293,32665,1518423,6749,20203,7,13,3,1,32,47,91,98.12,195.25,117.15,7107.10,10660.65,8928.92,17767.75,95.94,1066.06,5329.87,9594.59,9690.53,14924.46,15020.40,665.67
2451533,33585,2451572,15604,76684,1465338,6439,14293,32665,1518423,6749,20203,49,1,17,3,72,47,10,4.55,8.19,0.73,74.60,7.30,45.50,81.90,0.07,0.00,17.10,7.30,7.37,24.40,24.47,-38.20
2451533,33585,2451553,1456,76684,1465338,6439,14293,32665,1518423,6749,20203,50,13,11,2,183,47,12,7.67,18.79,10.14,103.80,121.68,92.04,225.48,3.65,0.00,108.12,121.68,125.33,229.80,233.45,29.64
2451533,33585,2451555,1297,76684,1465338,6439,14293,32665,1518423,6749,20203,55,2,13,4,215,47,87,43.05,121.83,65.78,4876.35,5722.86,3745.35,10599.21,400.60,0.00,635.10,5722.86,6123.46,6357.96,6758.56,1977.51
2451533,33585,2451635,4952,76684,1465338,6439,14293,32665,1518423,6749,20203,40,20,18,5,235,47,38,22.24,64.94,41.56,888.44,1579.28,845.12,2467.72,78.96,0.00,1159.76,1579.28,1658.24,2739.04,2818.00,734.16
2451533,33585,2451634,8497,76684,1465338,6439,14293,32665,1518423,6749,20203,13,14,19,5,41,47,58,3.32,6.04,5.97,4.06,346.26,192.56,350.32,11.63,55.40,41.76,290.86,302.49,332.62,344.25,98.30
2451533,33585,2451621,44,76684,1465338,6439,14293,32665,1518423,6749,20203,26,2,10,3,49,47,24,4.61,8.75,0.61,195.36,14.64,110.64,210.00,1.31,0.00,69.12,14.64,15.95,83.76,85.07,-96.00
2451533,33585,2451579,7444,76684,1465338,6439,14293,32665,1518423,6749,20203,58,1,15,4,163,47,4,90.91,113.63,31.81,327.28,127.24,363.64,454.52,8.90,0.00,168.16,127.24,136.14,295.40,304.30,-236.40
2451533,33585,2451644,9674,76684,1465338,6439,14293,32665,1518423,6749,20203,19,8,10,3,193,47,67,2.83,6.19,0.24,398.65,16.08,189.61,414.73,0.48,0.00,57.62,16.08,16.56,73.70,74.18,-173.53
2451439,19447,2451495,2968,83448,868542,4036,13577,76051,209298,4059,9200,8,20,7,1,172,48,40,55.26,147.54,116.55,1239.60,4662.00,2210.40,5901.60,419.58,0.00,530.80,4662.00,5081.58,5192.80,5612.38,2451.60
2451439,19447,2451510,16682,83448,868542,4036,13577,76051,209298,4059,9200,52,2,14,1,8,48,61,86.80,165.78,48.07,7180.31,2932.27,5294.80,10112.58,80.93,909.00,3640.48,2023.27,2104.20,5663.75,5744.68,-3271.53
2451439,19447,2451535,11158,83448,868542,4036,13577,76051,209298,4059,9200,43,19,18,4,27,48,55,96.71,278.52,272.94,306.90,15011.70,5319.05,15318.60,900.70,0.00,7199.50,15011.70,15912.40,22211.20,23111.90,9692.65
2451439,19447,2451497,178,83448,868542,4036,13577,76051,209298,4059,9200,14,16,10,1,162,48,88,65.09,102.19,85.83,1439.68,7553.04,5727.92,8992.72,226.59,0.00,3686.32,7553.04,7779.63,11239.36,11465.95,1825.12
2451439,19447,2451538,17092,83448,868542,4036,13577,76051,209298,4059,9200,2,2,12,2,242,48,80,3.23,6.33,2.34,319.20,187.20,258.40,506.40,0.26,174.09,222.40,13.11,13.37,235.51,235.77,-245.29
2451439,19447,2451465,9268,83448,868542,4036,13577,76051,209298,4059,9200,38,25,19,5,151,48,25,60.97,63.40,24.09,982.75,602.25,1524.25,1585.00,48.18,0.00,63.25,602.25,650.43,665.50,713.68,-922.00
2451439,19447,2451542,9910,83448,868542,4036,13577,76051,209298,4059,9200,52,4,9,5,171,48,20,84.82,199.32,41.85,3149.40,837.00,1696.40,3986.40,14.56,351.54,597.80,485.46,500.02,1083.26,1097.82,-1210.94
2451439,19447,2451450,17834,83448,868542,4036,13577,76051,209298,4059,9200,7,25,5,4,273,48,100,25.69,45.72,2.74,4298.00,274.00,2569.00,4572.00,16.44,0.00,2011.00,274.00,290.44,2285.00,2301.44,-2295.00
2451439,19447,2451490,17704,83448,868542,4036,13577,76051,209298,4059,9200,50,20,13,3,40,48,4,34.27,92.18,21.20,283.92,84.80,137.08,368.72,7.63,0.00,99.52,84.80,92.43,184.32,191.95,-52.28
2451439,19447,2451485,16357,83448,868542,4036,13577,76051,209298,4059,9200,37,25,4,5,226,48,35,83.90,100.68,27.18,2572.50,951.30,2936.50,3523.80,57.07,0.00,1515.15,951.30,1008.37,2466.45,2523.52,-1985.20
2451439,19447,2451528,7276,83448,868542,4036,13577,76051,209298,4059,9200,19,4,6,4,259,48,4,31.95,51.12,20.95,120.68,83.80,127.80,204.48,5.86,0.00,94.04,83.80,89.66,177.84,183.70,-44.00
2451439,19447,2451507,17149,83448,868542,4036,13577,76051,209298,4059,9200,26,19,6,5,111,48,42,79.67,137.82,59.26,3299.52,2488.92,3346.14,5788.44,199.11,0.00,1273.44,2488.92,2688.03,3762.36,3961.47,-857.22
2451439,19447,2451555,14000,83448,868542,4036,13577,76051,209298,4059,9200,52,19,13,3,26,48,49,21.45,58.12,27.31,1509.69,1338.19,1051.05,2847.88,0.00,0.00,113.68,1338.19,1338.19,1451.87,1451.87,287.14
2451439,19447,2451466,17306,83448,868542,4036,13577,76051,209298,4059,9200,13,26,11,3,245,48,41,65.98,141.19,0.00,5788.79,0.00,2705.18,5788.79,0.00,0.00,578.51,0.00,0.00,578.51,578.51,-2705.18
2451439,19447,2451554,4916,83448,868542,4036,13577,76051,209298,4059,9200,58,28,17,2,224,48,19,15.99,42.05,24.80,327.75,471.20,303.81,798.95,18.84,0.00,207.67,471.20,490.04,678.87,697.71,167.39
2451439,19447,2451511,7819,83448,868542,4036,13577,76051,209298,4059,9200,22,16,3,5,97,48,29,24.69,48.88,5.37,1261.79,155.73,716.01,1417.52,0.00,0.00,269.12,155.73,155.73,424.85,424.85,-560.28
2452291,9182,2452394,1281,74159,77626,3940,49054,71649,1811922,2702,9816,45,30,7,4,141,49,65,43.80,47.74,15.75,2079.35,1023.75,2847.00,3103.10,10.23,0.00,589.55,1023.75,1033.98,1613.30,1623.53,-1823.25
2452291,9182,2452346,12033,74159,77626,3940,49054,71649,1811922,2702,9816,3,27,6,3,57,49,24,15.33,31.73,23.16,205.68,555.84,367.92,761.52,8.00,466.90,251.28,88.94,96.94,340.22,348.22,-278.98
2452291,9182,2452392,10713,74159,77626,3940,49054,71649,1811922,2702,9816,18,1,16,3,83,49,40,71.16,183.59,38.55,5801.60,1542.00,2846.40,7343.60,92.52,0.00,440.40,1542.00,1634.52,1982.40,2074.92,-1304.40
2452291,9182,2452381,1861,74159,77626,3940,49054,71649,1811922,2702,9816,27,27,11,1,51,49,56,42.41,51.31,49.77,86.24,2787.12,2374.96,2873.36,83.61,0.00,1149.12,2787.12,2870.73,3936.24,4019.85,412.16
2452291,9182,2452389,17913,74159,77626,3940,49054,71649,1811922,2702,9816,21,30,19,3,87,49,32,68.14,196.24,49.06,4709.76,1569.92,2180.48,6279.68,0.00,0.00,2009.28,1569.92,1569.92,3579.20,3579.20,-610.56
2452291,9182,2452318,17973,74159,77626,3940,49054,71649,1811922,2702,9816,9,7,6,3,257,49,14,77.88,144.07,36.01,1512.84,504.14,1090.32,2016.98,25.20,0.00,1008.42,504.14,529.34,1512.56,1537.76,-586.18
2452291,9182,2452395,6399,74159,77626,3940,49054,71649,1811922,2702,9816,27,9,16,4,105,49,25,24.75,48.01,4.80,1080.25,120.00,618.75,1200.25,7.20,0.00,588.00,120.00,127.20,708.00,715.20,-498.75
2452291,9182,2452350,13365,74159,77626,3940,49054,71649,1811922,2702,9816,27,1,8,3,45,49,81,65.92,166.11,134.54,2557.17,10897.74,5339.52,13454.91,762.84,0.00,5650.56,10897.74,11660.58,16548.30,17311.14,5558.22
2452291,9182,2452382,9816,74159,77626,3940,49054,71649,1811922,2702,9816,1,1,11,1,181,49,22,96.03,189.17,3.78,4078.58,83.16,2112.66,4161.74,0.83,0.00,166.32,83.16,83.99,249.48,250.31,-2029.50
2452291,9182,2452294,8883,74159,77626,3940,49054,71649,1811922,2702,9816,37,24,2,2,12,49,91,42.85,53.13,42.50,967.33,3867.50,3899.35,4834.83,142.32,2088.45,1111.11,1779.05,1921.37,2890.16,3032.48,-2120.30
2452291,9182,2452340,6372,74159,77626,3940,49054,71649,1811922,2702,9816,9,21,20,1,112,49,20,97.01,186.25,80.08,2123.40,1601.60,1940.20,3725.00,144.14,0.00,782.20,1601.60,1745.74,2383.80,2527.94,-338.60
2452291,9182,2452305,10083,74159,77626,3940,49054,71649,1811922,2702,9816,45,15,13,3,226,49,5,62.93,71.11,17.77,266.70,88.85,314.65,355.55,7.99,0.00,88.85,88.85,96.84,177.70,185.69,-225.80
2452291,9182,2452329,7494,74159,77626,3940,49054,71649,1811922,2702,9816,6,12,19,5,158,49,20,37.84,55.24,5.52,994.40,110.40,756.80,1104.80,0.00,37.53,110.40,72.87,72.87,183.27,183.27,-683.93
2452586,44689,2452649,1647,99181,380076,4171,7866,75251,339248,2151,19446,13,12,12,1,10,50,66,22.44,48.47,21.32,1791.90,1407.12,1481.04,3199.02,0.00,0.00,671.22,1407.12,1407.12,2078.34,2078.34,-73.92
2452586,44689,2452666,4338,99181,380076,4171,7866,75251,339248,2151,19446,37,12,16,3,20,50,34,56.07,164.28,67.35,3295.62,2289.90,1906.38,5585.52,206.09,0.00,2457.52,2289.90,2495.99,4747.42,4953.51,383.52
2452586,44689,2452698,11691,99181,380076,4171,7866,75251,339248,2151,19446,7,13,17,2,120,50,41,85.28,160.32,17.63,5850.29,722.83,3496.48,6573.12,28.91,0.00,3220.55,722.83,751.74,3943.38,3972.29,-2773.65
2452586,44689,2452612,7927,99181,380076,4171,7866,75251,339248,2151,19446,27,25,2,3,17,50,20,75.71,80.25,52.96,545.80,1059.20,1514.20,1605.00,57.19,105.92,176.40,953.28,1010.47,1129.68,1186.87,-560.92
2452586,44689,2452604,543,99181,380076,4171,7866,75251,339248,2151,19446,31,19,1,5,59,50,14,85.93,118.58,101.97,232.54,1427.58,1203.02,1660.12,114.20,0.00,464.80,1427.58,1541.78,1892.38,2006.58,224.56
2452586,44689,2452645,6390,99181,380076,4171,7866,75251,339248,2151,19446,13,15,6,2,25,50,59,76.14,85.27,0.85,4980.78,50.15,4492.26,5030.93,2.00,0.00,1257.29,50.15,52.15,1307.44,1309.44,-4442.11
2452586,44689,2452644,6151,99181,380076,4171,7866,75251,339248,2151,19446,42,3,20,3,176,50,28,65.64,183.13,139.17,1230.88,3896.76,1837.92,5127.64,77.93,0.00,717.64,3896.76,3974.69,4614.40,4692.33,2058.84
2452586,44689,2452639,10747,99181,380076,4171,7866,75251,339248,2151,19446,48,1,18,2,89,50,18,11.78,15.07,8.28,122.22,149.04,212.04,271.26,0.00,0.00,78.66,149.04,149.04,227.70,227.70,-63.00
2451876,17566,2451956,8201,31908,1837229,2550,26718,54961,1074489,5881,25249,5,2,1,3,82,51,88,51.83,51.83,5.70,4059.44,501.60,4561.04,4561.04,25.08,0.00,1550.56,501.60,526.68,2052.16,2077.24,-4059.44
2451876,17566,2451957,2687,31908,1837229,2550,26718,54961,1074489,5881,25249,56,29,1,4,280,51,33,98.35,116.05,27.85,2910.60,919.05,3245.55,3829.65,0.00,0.00,1033.89,919.05,919.05,1952.94,1952.94,-2326.50
2451876,17566,2451989,7226,31908,1837229,2550,26718,54961,1074489,5881,25249,19,26,8,2,26,51,47,90.57,120.45,110.81,453.08,5208.07,4256.79,5661.15,260.40,0.00,2037.92,5208.07,5468.47,7245.99,7506.39,951.28
2451876,17566,2451906,4313,31908,1837229,2550,26718,54961,1074489,5881,25249,23,1,3,2,261,51,97,5.40,16.03,7.69,808.98,745.93,523.80,1554.91,29.83,0.00,481.12,745.93,775.76,1227.05,1256.88,222.13
2451876,17566,2451891,8105,31908,1837229,2550,26718,54961,1074489,5881,25249,53,5,16,2,215,51,48,99.64,102.62,37.96,3103.68,1822.08,4782.72,4925.76,0.00,400.85,1132.80,1421.23,1421.23,2554.03,2554.03,-3361.49
2451876,17566,2451926,11180,31908,1837229,2550,26718,54961,1074489,5881,25249,50,25,20,2,214,51,33,71.60,158.23,30.06,4229.61,991.98,2362.80,5221.59,59.51,0.00,1775.07,991.98,1051.49,2767.05,2826.56,-1370.82
2451876,17566,2451897,13339,31908,1837229,2550,26718,54961,1074489,5881,25249,49,7,6,3,40,51,24,84.73,249.10,42.34,4962.24,1016.16,2033.52,5978.40,25.30,172.74,1972.80,843.42,868.72,2816.22,2841.52,-1190.10
2451876,17566,2451888,10244,31908,1837229,2550,26718,54961,1074489,5881,25249,59,8,7,2,124,51,72,40.11,89.84,17.96,5175.36,1293.12,2887.92,6468.48,38.79,0.00,0.00,1293.12,1331.91,1293.12,1331.91,-1594.80
2451876,17566,2451891,10115,31908,1837229,2550,26718,54961,1074489,5881,25249,26,7,7,2,57,51,51,27.21,67.75,0.00,3455.25,0.00,1387.71,3455.25,0.00,0.00,587.01,0.00,0.00,587.01,587.01,-1387.71
2451876,17566,2451888,14384,31908,1837229,2550,26718,54961,1074489,5881,25249,25,14,13,5,60,51,85,81.44,190.56,190.56,0.00,16197.60,6922.40,16197.60,1457.78,0.00,5668.65,16197.60,17655.38,21866.25,23324.03,9275.20
2451876,17566,2451927,8915,31908,1837229,2550,26718,54961,1074489,5881,25249,13,7,14,1,258,51,31,86.29,89.74,39.48,1558.06,1223.88,2674.99,2781.94,36.71,0.00,500.65,1223.88,1260.59,1724.53,1761.24,-1451.11
2451876,17566,2451984,12025,31908,1837229,2550,26718,54961,1074489,5881,25249,50,11,3,3,140,51,38,86.64,160.28,36.86,4689.96,1400.68,3292.32,6090.64,56.02,0.00,121.60,1400.68,1456.70,1522.28,1578.30,-1891.64
2451876,17566,2451931,3950,31908,1837229,2550,26718,54961,1074489,5881,25249,25,23,11,2,46,51,66,54.50,113.36,113.36,0.00,7481.76,3597.00,7481.76,523.72,0.00,523.38,7481.76,8005.48,8005.14,8528.86,3884.76
2452301,48530,2452380,17928,80393,184753,1913,39826,71596,197177,3259,13619,9,3,2,4,226,52,7,27.24,35.41,24.07,79.38,168.49,190.68,247.87,0.00,121.31,4.90,47.18,47.18,52.08,52.08,-143.50
2452301,48530,2452408,7254,80393,184753,1913,39826,71596,197177,3259,13619,42,15,5,2,269,52,31,61.74,98.16,84.41,426.25,2616.71,1913.94,3042.96,157.00,654.17,1308.20,1962.54,2119.54,3270.74,3427.74,48.60
2452301,48530,2452346,4341,80393,184753,1913,39826,71596,197177,3259,13619,25,21,12,5,231,52,28,32.59,62.57,32.53,841.12,910.84,912.52,1751.96,61.20,145.73,122.36,765.11,826.31,887.47,948.67,-147.41
2452301,48530,2452329,17148,80393,184753,1913,39826,71596,197177,3259,13619,27,9,6,2,68,52,43,16.40,21.64,0.86,893.54,36.98,705.20,930.52,2.95,0.00,288.10,36.98,39.93,325.08,328.03,-668.22
2452301,48530,2452336,12138,80393,184753,1913,39826,71596,197177,3259,13619,7,18,14,4,47,52,98,66.56,133.12,50.58,8088.92,4956.84,6522.88,13045.76,99.13,0.00,6000.54,4956.84,5055.97,10957.38,11056.51,-1566.04
2452301,48530,2452357,4842,80393,184753,1913,39826,71596,197177,3259,13619,27,15,15,2,126,52,86,11.22,25.02,21.26,323.36,1828.36,964.92,2151.72,91.41,0.00,408.50,1828.36,1919.77,2236.86,2328.27,863.44
2452301,48530,2452363,16311,80393,184753,1913,39826,71596,197177,3259,13619,30,3,19,1,46,52,64,70.26,89.93,73.74,1036.16,4719.36,4496.64,5755.52,0.00,0.00,1093.12,4719.36,4719.36,5812.48,5812.48,222.72
2452301,48530,2452406,2331,80393,184753,1913,39826,71596,197177,3259,13619,33,13,14,4,201,52,61,17.47,48.91,13.20,2178.31,805.20,1065.67,2983.51,32.20,0.00,298.29,805.20,837.40,1103.49,1135.69,-260.47
2452301,48530,2452388,17394,80393,184753,1913,39826,71596,197177,3259,13619,31,21,19,4,79,52,76,48.57,96.16,69.23,2046.68,5261.48,3691.32,7308.16,315.68,0.00,145.92,5261.48,5577.16,5407.40,5723.08,1570.16
2452301,48530,2452394,7717,80393,184753,1913,39826,71596,197177,3259,13619,30,24,6,5,257,52,42,12.06,20.14,16.31,160.86,685.02,506.52,845.88,13.70,0.00,329.70,685.02,698.72,1014.72,1028.42,178.50
2452301,48530,2452420,3585,80393,184753,1913,39826,71596,197177,3259,13619,21,12,11,4,104,52,74,7.00,19.25,18.67,42.92,1381.58,518.00,1424.50,69.07,0.00,355.94,1381.58,1450.65,1737.52,1806.59,863.58
2452301,48530,2452355,12798,80393,184753,1913,39826,71596,197177,3259,13619,31,24,11,2,53,52,67,73.74,85.53,16.25,4641.76,1088.75,4940.58,5730.51,65.32,0.00,1833.12,1088.75,1154.07,2921.87,2987.19,-3851.83
2452301,48530,2452369,13914,80393,184753,1913,39826,71596,197177,3259,13619,36,7,20,1,255,52,80,34.04,69.44,8.33,4888.80,666.40,2723.20,5555.20,59.97,0.00,2166.40,666.40,726.37,2832.80,2892.77,-2056.80
2452301,48530,2452346,1536,80393,184753,1913,39826,71596,197177,3259,13619,33,21,5,2,196,52,72,23.71,34.37,6.53,2004.48,470.16,1707.12,2474.64,42.31,0.00,172.80,470.16,512.47,642.96,685.27,-1236.96
2452301,48530,2452351,3312,80393,184753,1913,39826,71596,197177,3259,13619,57,19,18,4,87,52,10,47.43,71.14,58.33,128.10,583.30,474.30,711.40,23.33,0.00,135.10,583.30,606.63,718.40,741.73,109.00
2452301,48530,2452363,5139,80393,184753,1913,39826,71596,197177,3259,13619,37,9,1,2,293,52,40,33.47,68.94,20.68,1930.40,827.20,1338.80,2757.60,74.44,0.00,1158.00,827.20,901.64,1985.20,2059.64,-511.60
2451691,45951,2451809,1417,54041,1071263,5732,49354,42172,1238469,3067,31889,32,17,14,1,98,53,48,39.94,113.82,48.94,3114.24,2349.12,1917.12,5463.36,46.98,0.00,2021.28,2349.12,2396.10,4370.40,4417.38,432.00
2451691,45951,2451705,13189,54041,1071263,5732,49354,42172,1238469,3067,31889,13,1,15,4,103,53,35,20.49,37.49,23.61,485.80,826.35,717.15,1312.15,0.00,0.00,314.65,826.35,826.35,1141.00,1141.00,109.20
2451691,45951,2451722,5285,54041,1071263,5732,49354,42172,1238469,3067,31889,29,25,4,5,46,53,36,73.45,164.52,105.29,2132.28,3790.44,2644.20,5922.72,54.58,2880.73,2013.48,909.71,964.29,2923.19,2977.77,-1734.49
2451691,45951,2451777,14582,54041,1071263,5732,49354,42172,1238469,3067,31889,37,1,3,5,7,53,38,44.37,100.71,56.39,1684.16,2142.82,1686.06,3826.98,0.00,0.00,344.28,2142.82,2142.82,2487.10,2487.10,456.76
2451691,45951,2451705,16154,54041,1071263,5732,49354,42172,1238469,3067,31889,37,26,12,2,142,53,97,55.62,140.71,46.43,9145.16,4503.71,5395.14,13648.87,0.00,0.00,5322.39,4503.71,4503.71,9826.10,9826.10,-891.43
2451691,45951,2451703,14507,54041,1071263,5732,49354,42172,1238469,3067,31889,13,1,5,2,186,53,83,57.56,123.75,122.51,102.92,10168.33,4777.48,10271.25,711.78,0.00,3388.89,10168.33,10880.11,13557.22,14269.00,5390.85
2451691,45951,2451719,8843,54041,1071263,5732,49354,42172,1238469,3067,31889,55,5,5,2,249,53,26,11.63,25.58,24.04,40.04,625.04,302.38,665.08,18.75,0.00,166.14,625.04,643.79,791.18,809.93,322.66
2451691,45951,2451705,2435,54041,1071263,5732,49354,42172,1238469,3067,31889,35,11,7,3,189,53,38,5.89,13.84,3.46,394.44,131.48,223.82,525.92,2.76,39.44,73.34,92.04,94.80,165.38,168.14,-131.78
2452594,39658,2452689,10080,17082,911361,4040,39519,83234,1635849,1956,19435,3,7,6,3,100,54,39,54.46,84.41,70.90,526.89,2765.10,2123.94,3291.99,221.20,0.00,296.01,2765.10,2986.30,3061.11,3282.31,641.16
2452594,39658,2452638,15561,17082,911361,4040,39519,83234,1635849,1956,19435,49,7,16,3,107,54,18,80.04,226.51,38.50,3384.18,693.00,1440.72,4077.18,0.00,200.97,1263.78,492.03,492.03,1755.81,1755.81,-948.69
2452594,39658,2452614,14373,17082,911361,4040,39519,83234,1635849,1956,19435,43,7,16,1,33,54,45,66.53,90.48,42.52,2158.20,1913.40,2993.85,4071.60,153.07,0.00,814.05,1913.40,2066.47,2727.45,2880.52,-1080.45
2452594,39658,2452661,3228,17082,911361,4040,39519,83234,1635849,1956,19435,7,12,18,5,102,54,58,33.83,73.41,24.22,2853.02,1404.76,1962.14,4257.78,42.14,0.00,808.52,1404.76,1446.90,2213.28,2255.42,-557.38
2452594,39658,2452670,14709,17082,911361,4040,39519,83234,1635849,1956,19435,12,27,12,5,38,54,85,94.67,131.59,65.79,5593.00,5592.15,8046.95,11185.15,167.76,0.00,4250.00,5592.15,5759.91,9842.15,10009.91,-2454.80
2452594,39658,2452658,13281,17082,911361,4040,39519,83234,1635849,1956,19435,1,1,14,2,190,54,87,98.33,232.05,215.80,1413.75,18774.60,8554.71,20188.35,1284.18,4505.90,4239.51,14268.70,15552.88,18508.21,19792.39,5713.99
2452594,39658,2452603,4905,17082,911361,4040,39519,83234,1635849,1956,19435,45,3,11,2,156,54,82,39.36,104.69,39.78,5322.62,3261.96,3227.52,8584.58,0.00,0.00,600.24,3261.96,3261.96,3862.20,3862.20,34.44
2452594,39658,2452599,13983,17082,911361,4040,39519,83234,1635849,1956,19435,54,9,6,4,255,54,5,59.63,119.26,9.54,548.60,47.70,298.15,596.30,0.95,0.00,262.35,47.70,48.65,310.05,311.00,-250.45
2452594,39658,2452666,15555,17082,911361,4040,39519,83234,1635849,1956,19435,21,24,20,3,149,54,77,44.08,52.45,47.20,404.25,3634.40,3394.16,4038.65,0.00,0.00,847.77,3634.40,3634.40,4482.17,4482.17,240.24
2451788,53647,2451904,2129,9887,1273192,5650,4555,63252,1721892,5176,41681,37,17,6,3,270,55,3,72.56,214.77,133.15,244.86,399.45,217.68,644.31,31.95,0.00,122.40,399.45,431.40,521.85,553.80,181.77
2451788,53647,2451791,17666,9887,1273192,5650,4555,63252,1721892,5176,41681,7,17,7,5,220,55,62,80.41,159.21,113.03,2863.16,7007.86,4985.42,9871.02,0.00,0.00,2862.54,7007.86,7007.86,9870.40,9870.40,2022.44
2451788,53647,2451903,6559,9887,1273192,5650,4555,63252,1721892,5176,41681,49,19,15,5,235,55,28,50.96,137.08,5.48,3684.80,153.44,1426.88,3838.24,7.67,0.00,575.68,153.44,161.11,729.12,736.79,-1273.44
2451788,53647,2451849,15277,9887,1273192,5650,4555,63252,1721892,5176,41681,19,13,4,1,21,55,19,28.96,77.61,23.28,1032.27,442.32,550.24,1474.59,8.84,0.00,265.24,442.32,451.16,707.56,716.40,-107.92
2451788,53647,2451859,8378,9887,1273192,5650,4555,63252,1721892,5176,41681,14,19,2,4,136,55,57,70.89,192.82,179.32,769.50,10221.24,4040.73,10990.74,0.00,0.00,4176.39,10221.24,10221.24,14397.63,14397.63,6180.51
2451788,53647,2451843,10471,9887,1273192,5650,4555,63252,1721892,5176,41681,55,19,9,3,7,55,100,80.00,94.40,19.82,7458.00,1982.00,8000.00,9440.00,59.46,0.00,1604.00,1982.00,2041.46,3586.00,3645.46,-6018.00
2451788,53647,2451877,12053,9887,1273192,5650,4555,63252,1721892,5176,41681,44,11,19,2,82,55,72,33.05,56.51,44.07,895.68,3173.04,2379.60,4068.72,158.65,0.00,1667.52,3173.04,3331.69,4840.56,4999.21,793.44
